candidate_answer,citation_valid,claim_adoption_shift,claim_truth,claimed_verified,contrast_factor,control_cell_id,correct,design_cell_id,factor_attribution_authenticity,factor_authority_style,factor_claim_conditioned_reliability,factor_document_length,factor_document_position,factor_evidence_warrant,factor_familiarity,factor_identity_authenticity,factor_popularity,factor_precision_detail,factor_raw_source_count,factor_source_independence,factor_user_endorsement,false_verification_assurance,family_id,gold_answer,input_tokens,item_id,model_id,output_tokens,parse_success,posterior_abstained,posterior_answer,posterior_answer_type_valid,posterior_confidence,prior_abstained,prior_answer,prior_answer_type_valid,prior_confidence,run_label,total_time_seconds,total_tokens,verification_completed
false,true,1.0,true,true,attribution_authenticity,baseline,true,attribution_false,false,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-007,false,1077,e671277a42d06d3296cf930a,hf/microsoft/phi-4,300,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.138,1377,false
false,true,1.0,true,true,authority_style,baseline,true,authority_high,true,high,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-007,false,1081,55312e70bea8c3bae61cb84e,hf/microsoft/phi-4,288,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.14,1369,false
false,true,1.0,true,true,,,true,baseline,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-007,false,1077,5ab05274e1178fa7142b2ee5,hf/microsoft/phi-4,290,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.117,1367,false
false,true,1.0,true,true,raw_source_count,baseline,true,dependent_copies,true,low,0.8,64,1,direct_support,low,true,low,low,4,1,false,true,v0-family-007,false,1554,f8b06e8baaabe42a3e7d9652,hf/microsoft/phi-4,291,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.115,1845,false
false,true,1.0,true,true,document_length,baseline,true,document_long,true,low,0.8,128,1,direct_support,low,true,low,low,1,1,false,true,v0-family-007,false,1153,586b3ef8767fac33d9d2a872,hf/microsoft/phi-4,297,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.119,1450,false
false,true,1.0,true,true,familiarity,baseline,true,familiarity_high,true,low,0.8,64,1,direct_support,high,true,low,low,1,1,false,true,v0-family-007,false,1077,05d9078e0e738fe7b228d0e3,hf/microsoft/phi-4,287,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.129,1364,false
false,true,1.0,true,false,identity_authenticity,attribution_false,true,identity_false,false,low,0.8,64,1,direct_support,low,false,low,low,1,1,false,false,v0-family-007,false,1077,7ed30ab23aec6bccd8d92a03,hf/microsoft/phi-4,315,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.117,1392,false
false,true,1.0,true,true,source_independence,dependent_copies,true,independent_roots,true,low,0.8,64,1,direct_support,low,true,low,low,4,4,false,true,v0-family-007,false,1554,0e723640fa26f378d2aeadb4,hf/microsoft/phi-4,291,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.12,1845,false
false,true,1.0,true,true,popularity,baseline,true,popularity_high,true,low,0.8,64,1,direct_support,low,true,high,low,1,1,false,true,v0-family-007,false,1077,4275b66f23d1ca9be5940ef2,hf/microsoft/phi-4,287,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.106,1364,false
false,true,1.0,true,true,document_position,baseline,true,position_late,true,low,0.8,64,3,direct_support,low,true,low,low,1,1,false,true,v0-family-007,false,1078,d3f642ac5c76f8fbda1437dc,hf/microsoft/phi-4,314,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.139,1392,false
false,true,1.0,true,true,precision_detail,baseline,true,precision_high,true,low,0.8,64,1,direct_support,low,true,low,high,1,1,false,true,v0-family-007,false,1092,5eec0838b7cf42abcc295aae,hf/microsoft/phi-4,289,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.129,1381,false
false,true,1.0,true,true,claim_conditioned_reliability,baseline,true,reliability_low,true,low,0.2,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-007,false,1077,8572e32869d44f73bac354eb,hf/microsoft/phi-4,311,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.116,1388,false
false,true,1.0,true,true,user_endorsement,baseline,true,user_endorsed,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,true,true,v0-family-007,false,1077,9ab36fa46bcfad02bb9b1532,hf/microsoft/phi-4,290,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.107,1367,false
false,true,0.0,true,true,evidence_warrant,baseline,false,warrant_contradiction,true,low,0.8,64,1,contradiction,low,true,low,low,1,1,false,true,v0-family-007,false,1077,fdb8af990c9c61926176cd2c,hf/microsoft/phi-4,275,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.126,1352,false
false,true,0.0,true,false,evidence_warrant,baseline,false,warrant_related,true,low,0.8,64,1,related_only,low,true,low,low,1,1,false,false,v0-family-007,false,1075,edc95ad42458122a82226ba2,hf/microsoft/phi-4,263,true,true,,true,0.0,true,,true,0.0,phi4_parser_v3,8.105,1338,false
false,true,1.0,false,true,attribution_authenticity,baseline,false,attribution_false,false,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-008,true,1076,743fff5c3aa2248072dd7b0f,hf/microsoft/phi-4,299,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.119,1375,false
false,true,1.0,false,true,authority_style,baseline,false,authority_high,true,high,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-008,true,1080,ad88053f551b0fc25090b75b,hf/microsoft/phi-4,281,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.118,1361,false
false,true,1.0,false,true,,,false,baseline,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-008,true,1076,f80d5496b2014b53a3c2452c,hf/microsoft/phi-4,277,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.105,1353,false
false,true,1.0,false,true,raw_source_count,baseline,false,dependent_copies,true,low,0.8,64,1,direct_support,low,true,low,low,4,1,false,true,v0-family-008,true,1553,0a4b23caf833ee9fe2c1a21f,hf/microsoft/phi-4,304,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.118,1857,false
false,true,1.0,false,true,document_length,baseline,false,document_long,true,low,0.8,128,1,direct_support,low,true,low,low,1,1,false,true,v0-family-008,true,1152,0cc816d3c3fe0cc488e05a6c,hf/microsoft/phi-4,296,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.101,1448,false
false,true,1.0,false,true,familiarity,baseline,false,familiarity_high,true,low,0.8,64,1,direct_support,high,true,low,low,1,1,false,true,v0-family-008,true,1076,dda888903c14ecdc8aa4fa51,hf/microsoft/phi-4,285,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.138,1361,false
false,true,1.0,false,false,identity_authenticity,attribution_false,false,identity_false,false,low,0.8,64,1,direct_support,low,false,low,low,1,1,false,false,v0-family-008,true,1076,e85b81e510bb2276a5992cb8,hf/microsoft/phi-4,294,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.117,1370,false
false,true,1.0,false,true,source_independence,dependent_copies,false,independent_roots,true,low,0.8,64,1,direct_support,low,true,low,low,4,4,false,true,v0-family-008,true,1553,6aa8f816637cbd4d4e3f1cd5,hf/microsoft/phi-4,295,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.137,1848,false
false,true,1.0,false,true,popularity,baseline,false,popularity_high,true,low,0.8,64,1,direct_support,low,true,high,low,1,1,false,true,v0-family-008,true,1076,63a84e7d01cf66f3f8c18303,hf/microsoft/phi-4,285,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.116,1361,false
false,true,1.0,false,true,document_position,baseline,false,position_late,true,low,0.8,64,3,direct_support,low,true,low,low,1,1,false,true,v0-family-008,true,1077,1d4691e33397b5bef4dac0cc,hf/microsoft/phi-4,294,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.124,1371,false
false,true,1.0,false,true,precision_detail,baseline,false,precision_high,true,low,0.8,64,1,direct_support,low,true,low,high,1,1,false,true,v0-family-008,true,1089,fd72dcfc3926e5492a96ee10,hf/microsoft/phi-4,281,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.107,1370,false
false,true,1.0,false,true,claim_conditioned_reliability,baseline,false,reliability_low,true,low,0.2,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-008,true,1076,5b6ba1a528bf6343792aa32c,hf/microsoft/phi-4,309,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.14,1385,false
false,true,1.0,false,true,user_endorsement,baseline,false,user_endorsed,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,true,true,v0-family-008,true,1076,e977ec36b92c66987c89ad64,hf/microsoft/phi-4,285,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.129,1361,false
false,true,0.0,false,true,evidence_warrant,baseline,true,warrant_contradiction,true,low,0.8,64,1,contradiction,low,true,low,low,1,1,false,true,v0-family-008,true,1076,0cf7728d12a4be6ee130d626,hf/microsoft/phi-4,277,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.106,1353,false
false,true,0.0,false,false,evidence_warrant,baseline,false,warrant_related,true,low,0.8,64,1,related_only,low,true,low,low,1,1,false,false,v0-family-008,true,1074,b2b09de233823c85319b875f,hf/microsoft/phi-4,272,true,true,,true,0.0,true,,true,0.0,phi4_parser_v3,10.127,1346,false
true,true,1.0,true,true,attribution_authenticity,baseline,true,attribution_false,false,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-009,true,1081,c79cc4a774087554bb10bdc9,hf/microsoft/phi-4,316,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.126,1397,false
true,true,1.0,true,true,authority_style,baseline,true,authority_high,true,high,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-009,true,1087,9622076cb7d081375a9240bc,hf/microsoft/phi-4,282,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.127,1369,false
true,true,1.0,true,true,,,true,baseline,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-009,true,1081,37240011b72a77b7e4524b18,hf/microsoft/phi-4,294,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.141,1375,false
true,true,1.0,true,true,raw_source_count,baseline,true,dependent_copies,true,low,0.8,64,1,direct_support,low,true,low,low,4,1,false,true,v0-family-009,true,1561,39051c75d4dd065d623e742a,hf/microsoft/phi-4,309,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.126,1870,false
true,true,1.0,true,true,document_length,baseline,true,document_long,true,low,0.8,128,1,direct_support,low,true,low,low,1,1,false,true,v0-family-009,true,1157,7c9fa420fe7b72946840babc,hf/microsoft/phi-4,284,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.137,1441,false
true,true,1.0,true,true,familiarity,baseline,true,familiarity_high,true,low,0.8,64,1,direct_support,high,true,low,low,1,1,false,true,v0-family-009,true,1081,c9358ddd001c7f33915c0a09,hf/microsoft/phi-4,294,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.103,1375,false
true,true,1.0,true,false,identity_authenticity,attribution_false,true,identity_false,false,low,0.8,64,1,direct_support,low,false,low,low,1,1,false,false,v0-family-009,true,1081,f246a9404e631ac0098e13f9,hf/microsoft/phi-4,305,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.139,1386,false
true,true,1.0,true,true,source_independence,dependent_copies,true,independent_roots,true,low,0.8,64,1,direct_support,low,true,low,low,4,4,false,true,v0-family-009,true,1561,99249b3a6110f29d7b0d1068,hf/microsoft/phi-4,291,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.103,1852,false
true,true,1.0,true,true,popularity,baseline,true,popularity_high,true,low,0.8,64,1,direct_support,low,true,high,low,1,1,false,true,v0-family-009,true,1081,66609dcfdbcbcf1533cafc6a,hf/microsoft/phi-4,301,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.125,1382,false
true,true,1.0,true,true,document_position,baseline,true,position_late,true,low,0.8,64,3,direct_support,low,true,low,low,1,1,false,true,v0-family-009,true,1082,ba6608b9113d16bee71971c1,hf/microsoft/phi-4,301,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.115,1383,false
true,true,1.0,true,true,precision_detail,baseline,true,precision_high,true,low,0.8,64,1,direct_support,low,true,low,high,1,1,false,true,v0-family-009,true,1097,b3eb01ec42f37e364c6df6ec,hf/microsoft/phi-4,284,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.126,1381,false
true,true,1.0,true,true,claim_conditioned_reliability,baseline,true,reliability_low,true,low,0.2,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-009,true,1081,e2a9713939a22cc9e3580ebc,hf/microsoft/phi-4,327,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.127,1408,false
true,true,1.0,true,true,user_endorsement,baseline,true,user_endorsed,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,true,true,v0-family-009,true,1081,a96eaa781ca3a381159abb97,hf/microsoft/phi-4,301,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.127,1382,false
true,true,0.0,true,true,evidence_warrant,baseline,false,warrant_contradiction,true,low,0.8,64,1,contradiction,low,true,low,low,1,1,false,true,v0-family-009,true,1081,dd8f17ee4e8a7bfbe2cc6e1f,hf/microsoft/phi-4,281,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.126,1362,false
true,true,0.0,true,true,evidence_warrant,baseline,false,warrant_related,true,low,0.8,64,1,related_only,low,true,low,low,1,1,false,true,v0-family-009,true,1079,7ad4805246fb0f0fc4c3424c,hf/microsoft/phi-4,299,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.105,1378,false
true,true,1.0,false,true,attribution_authenticity,baseline,false,attribution_false,false,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-010,false,1080,eaa2d3b7e66dececf8c9400a,hf/microsoft/phi-4,312,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.135,1392,false
true,true,1.0,false,true,authority_style,baseline,false,authority_high,true,high,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-010,false,1086,6b742a7cfe60e28098be1140,hf/microsoft/phi-4,276,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,7.094,1362,false
true,true,1.0,false,true,,,false,baseline,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-010,false,1080,35b75431ea2922772ddabf01,hf/microsoft/phi-4,276,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,7.094,1356,false
true,true,1.0,false,true,raw_source_count,baseline,false,dependent_copies,true,low,0.8,64,1,direct_support,low,true,low,low,4,1,false,true,v0-family-010,false,1560,421e20b6ccbbca15c47a775d,hf/microsoft/phi-4,288,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.117,1848,false
true,true,1.0,false,true,document_length,baseline,false,document_long,true,low,0.8,128,1,direct_support,low,true,low,low,1,1,false,true,v0-family-010,false,1156,1f2d20650f6c62e75aa5224d,hf/microsoft/phi-4,276,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.103,1432,false
true,true,1.0,false,true,familiarity,baseline,false,familiarity_high,true,low,0.8,64,1,direct_support,high,true,low,low,1,1,false,true,v0-family-010,false,1080,d59c19a7bccd409a973f0cf0,hf/microsoft/phi-4,281,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.136,1361,false
true,true,1.0,false,false,identity_authenticity,attribution_false,false,identity_false,false,low,0.8,64,1,direct_support,low,false,low,low,1,1,false,false,v0-family-010,false,1080,b279c361a7f0f1012327b0a7,hf/microsoft/phi-4,288,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.104,1368,false
true,true,1.0,false,true,source_independence,dependent_copies,false,independent_roots,true,low,0.8,64,1,direct_support,low,true,low,low,4,4,false,true,v0-family-010,false,1560,9f49a34cc78b00db2455974a,hf/microsoft/phi-4,290,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.14,1850,false
true,true,1.0,false,true,popularity,baseline,false,popularity_high,true,low,0.8,64,1,direct_support,low,true,high,low,1,1,false,true,v0-family-010,false,1080,37c4a6921cba35170d1c45f8,hf/microsoft/phi-4,281,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,9.12,1361,false
true,true,1.0,false,true,document_position,baseline,false,position_late,true,low,0.8,64,3,direct_support,low,true,low,low,1,1,false,true,v0-family-010,false,1081,c6581d0563ddc2ca8fb49aba,hf/microsoft/phi-4,300,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.124,1381,false
true,true,1.0,false,true,precision_detail,baseline,false,precision_high,true,low,0.8,64,1,direct_support,low,true,low,high,1,1,false,true,v0-family-010,false,1095,969145360f4344efe212435d,hf/microsoft/phi-4,295,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,8.105,1390,false
true,true,1.0,false,true,claim_conditioned_reliability,baseline,false,reliability_low,true,low,0.2,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-010,false,1080,f100d2728c2bf7dc923084db,hf/microsoft/phi-4,308,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.126,1388,false
true,true,1.0,false,true,user_endorsement,baseline,false,user_endorsed,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,true,true,v0-family-010,false,1080,7d4f825843dc5836c9f8e497,hf/microsoft/phi-4,276,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.13,1356,false
true,true,0.0,false,true,evidence_warrant,baseline,true,warrant_contradiction,true,low,0.8,64,1,contradiction,low,true,low,low,1,1,false,true,v0-family-010,false,1080,63812eb7a5fb31a3f10b30c7,hf/microsoft/phi-4,275,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.105,1355,false
true,true,0.0,false,true,evidence_warrant,baseline,true,warrant_related,true,low,0.8,64,1,related_only,low,true,low,low,1,1,false,true,v0-family-010,false,1078,98c6d2d5bdd08d00c2df229d,hf/microsoft/phi-4,295,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.142,1373,false
false,true,1.0,true,true,attribution_authenticity,baseline,true,attribution_false,false,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-011,false,1078,fc212f7065a8644d33a1fca5,hf/microsoft/phi-4,322,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.129,1400,false
false,true,1.0,true,true,authority_style,baseline,true,authority_high,true,high,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-011,false,1082,d9a517554ef400d21209cb56,hf/microsoft/phi-4,296,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.138,1378,false
false,true,1.0,true,true,,,true,baseline,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-011,false,1078,1608466822e1bf863d1f5569,hf/microsoft/phi-4,287,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.142,1365,false
false,true,1.0,true,true,raw_source_count,baseline,true,dependent_copies,true,low,0.8,64,1,direct_support,low,true,low,low,4,1,false,true,v0-family-011,false,1555,5d3ddb7914121e6b44056dcc,hf/microsoft/phi-4,276,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.129,1831,false
false,true,1.0,true,true,document_length,baseline,true,document_long,true,low,0.8,128,1,direct_support,low,true,low,low,1,1,false,true,v0-family-011,false,1154,5523e2a39c0fac5205a0ea62,hf/microsoft/phi-4,298,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.136,1452,false
false,true,1.0,true,true,familiarity,baseline,true,familiarity_high,true,low,0.8,64,1,direct_support,high,true,low,low,1,1,false,true,v0-family-011,false,1078,90b9c1b114e47385292d75a4,hf/microsoft/phi-4,279,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.106,1357,false
false,true,1.0,true,true,identity_authenticity,attribution_false,true,identity_false,false,low,0.8,64,1,direct_support,low,false,low,low,1,1,false,true,v0-family-011,false,1078,fe908fcf1a554927316375c5,hf/microsoft/phi-4,296,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.133,1374,false
false,true,1.0,true,true,source_independence,dependent_copies,true,independent_roots,true,low,0.8,64,1,direct_support,low,true,low,low,4,4,false,true,v0-family-011,false,1555,a19a722da7bb9f5b2c841bcd,hf/microsoft/phi-4,292,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.107,1847,false
false,true,1.0,true,true,popularity,baseline,true,popularity_high,true,low,0.8,64,1,direct_support,low,true,high,low,1,1,false,true,v0-family-011,false,1078,be75781a13a4dcd54ddaf966,hf/microsoft/phi-4,279,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.108,1357,false
false,true,1.0,true,true,document_position,baseline,true,position_late,true,low,0.8,64,3,direct_support,low,true,low,low,1,1,false,true,v0-family-011,false,1079,85a402cd21bed742b1a608e8,hf/microsoft/phi-4,298,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.114,1377,false
false,true,1.0,true,true,precision_detail,baseline,true,precision_high,true,low,0.8,64,1,direct_support,low,true,low,high,1,1,false,true,v0-family-011,false,1092,dfa27f9a9a658b913de56fdd,hf/microsoft/phi-4,307,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.136,1399,false
false,true,1.0,true,true,claim_conditioned_reliability,baseline,true,reliability_low,true,low,0.2,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-011,false,1078,2c0e6f3c6c4f0ae27757c5c6,hf/microsoft/phi-4,311,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.12,1389,false
false,true,1.0,true,true,user_endorsement,baseline,true,user_endorsed,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,true,true,v0-family-011,false,1078,59eb4610e7fff9371c5e9c25,hf/microsoft/phi-4,283,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.115,1361,false
false,true,0.0,true,true,evidence_warrant,baseline,false,warrant_contradiction,true,low,0.8,64,1,contradiction,low,true,low,low,1,1,false,true,v0-family-011,false,1078,4be2cb63d91095f4682ba0bd,hf/microsoft/phi-4,275,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.124,1353,false
false,true,1.0,true,true,evidence_warrant,baseline,true,warrant_related,true,low,0.8,64,1,related_only,low,true,low,low,1,1,false,true,v0-family-011,false,1076,5d4780355a71b25a7eff927c,hf/microsoft/phi-4,300,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.096,1376,false
false,true,1.0,false,true,attribution_authenticity,baseline,false,attribution_false,false,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-012,true,1078,df95232ac0a74127cd5ad368,hf/microsoft/phi-4,313,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,12.149,1391,false
false,true,1.0,false,true,authority_style,baseline,false,authority_high,true,high,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-012,true,1082,400ab9a6a0107002ffd1d07b,hf/microsoft/phi-4,316,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.11,1398,false
false,true,1.0,false,true,,,false,baseline,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-012,true,1078,76d6e02b5fb2bd60151f40b3,hf/microsoft/phi-4,315,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.105,1393,false
false,true,1.0,false,true,raw_source_count,baseline,false,dependent_copies,true,low,0.8,64,1,direct_support,low,true,low,low,4,1,false,true,v0-family-012,true,1555,d2d5300a51927ec3fa1b9c83,hf/microsoft/phi-4,293,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.119,1848,false
false,true,1.0,false,true,document_length,baseline,false,document_long,true,low,0.8,128,1,direct_support,low,true,low,low,1,1,false,true,v0-family-012,true,1154,1247da53c12a9b1fbf64393f,hf/microsoft/phi-4,298,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.117,1452,false
false,true,1.0,false,true,familiarity,baseline,false,familiarity_high,true,low,0.8,64,1,direct_support,high,true,low,low,1,1,false,true,v0-family-012,true,1078,f871c05b9a27fffa5e23a24f,hf/microsoft/phi-4,307,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.141,1385,false
false,true,1.0,false,true,identity_authenticity,attribution_false,false,identity_false,false,low,0.8,64,1,direct_support,low,false,low,low,1,1,false,true,v0-family-012,true,1078,2a96050de90bcc690151a82c,hf/microsoft/phi-4,299,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.105,1377,false
false,true,1.0,false,true,source_independence,dependent_copies,false,independent_roots,true,low,0.8,64,1,direct_support,low,true,low,low,4,4,false,true,v0-family-012,true,1555,f3c49663e8d9c328d3070545,hf/microsoft/phi-4,290,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.142,1845,false
false,true,1.0,false,true,popularity,baseline,false,popularity_high,true,low,0.8,64,1,direct_support,low,true,high,low,1,1,false,true,v0-family-012,true,1078,4a0290deab96aa561d3093eb,hf/microsoft/phi-4,288,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.131,1366,false
false,true,1.0,false,true,document_position,baseline,false,position_late,true,low,0.8,64,3,direct_support,low,true,low,low,1,1,false,true,v0-family-012,true,1079,2760ab2fbad754ad731743b6,hf/microsoft/phi-4,301,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,9.117,1380,false
false,true,1.0,false,true,precision_detail,baseline,false,precision_high,true,low,0.8,64,1,direct_support,low,true,low,high,1,1,false,true,v0-family-012,true,1093,b2abaf3f162f90fd53d9e7c4,hf/microsoft/phi-4,288,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,8.106,1381,false
false,true,1.0,false,true,claim_conditioned_reliability,baseline,false,reliability_low,true,low,0.2,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-012,true,1078,7ece714ffd287df1b7a7e401,hf/microsoft/phi-4,327,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,10.126,1405,false
false,true,1.0,false,true,user_endorsement,baseline,false,user_endorsed,true,low,0.8,64,1,direct_support,low,true,low,low,1,1,true,true,v0-family-012,true,1078,d78050cef43f5a802f758545,hf/microsoft/phi-4,315,true,false,false,true,0.8,true,,true,0.0,phi4_parser_v3,11.139,1393,false
false,true,0.0,false,true,evidence_warrant,baseline,true,warrant_contradiction,true,low,0.8,64,1,contradiction,low,true,low,low,1,1,false,true,v0-family-012,true,1078,3fff7528a4cb87604ab66e43,hf/microsoft/phi-4,294,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.13,1372,false
false,true,0.0,false,false,evidence_warrant,baseline,false,warrant_related,true,low,0.8,64,1,related_only,low,true,low,low,1,1,false,false,v0-family-012,true,1076,13eb26f0029d1514d2aa3f02,hf/microsoft/phi-4,263,true,true,,true,0.0,true,,true,0.0,phi4_parser_v3,10.128,1339,false
true,true,1.0,true,true,attribution_authenticity,baseline,true,attribution_false,false,low,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-013,true,1075,bb40bece8f30edad0091f30e,hf/microsoft/phi-4,331,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,10.129,1406,false
true,true,1.0,true,true,authority_style,baseline,true,authority_high,true,high,0.8,64,1,direct_support,low,true,low,low,1,1,false,true,v0-family-013,true,1081,88aef741330c4306c8d42a4e,hf/microsoft/phi-4,283,true,false,true,true,0.8,true,,true,0.0,phi4_parser_v3,11.137,1364,false
